Escherichia coli str. K-12 substr. MG1655, complete genome. (ncbi_taxid:511145) - 1..4641652

4511 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
801660..802478	+	819	NP_418117.1	nlpA	b3661			lipoprotein-28
801145..801438	-	294	YP_588471.1	yicS	b4555			uncharacterized protein YicS
799914..801104	+	1191	NP_418118.2	nepI	b3662			purine ribonucleoside exporter
799251..799703	+	453	NP_418119.2	yicN	b3663			DUF1198 domain-containing protein YicN
797864..799198	+	1335	NP_418120.2	adeQ	b3664			adenine transporter
795923..797689	-	1767	NP_418121.1	adeD	b3665			adenine deaminase
795658..795923	+	266		uhpU	b4829			small RNA UhpU
794486..795877	+	1392	NP_418122.1	uhpT	b3666			hexose-6-phosphate:phosphate antiporter
793029..794348	+	1320	NP_418123.2	uhpC	b3667			inner membrane protein sensing glucose-6-phosphate
791517..793019	+	1503	NP_418124.4	uhpB	b3668			sensory histidine kinase UhpB
790927..791517	+	591	NP_418125.1	uhpA	b3669			DNA-binding transcriptional activator UhpA
790561..790851	+	291	NP_418126.1	ilvN	b3670			acetohydroxy acid synthase I subunit IlvN
788869..790557	+	1689	NP_418127.1	ilvB	b3671			acetohydroxy acid synthase I subunit IlvB
788665..788763	+	99	NP_418128.1	ivbL	b3672			ilvBN operon leader peptide
788396..788535	+	140		istR	b4616			small RNA IstR-2
788011..788100	-	90	YP_001165331.1	tisB	b4618			membrane-depolarizing toxin TisB
787813..787887	+	75	YP_010051212.1	ysdE	b4798			protein YsdE
786547..787731	-	1185	NP_418129.2	emrD	b3673			multidrug efflux pump EmrD
786042..786539	+	498	NP_418130.1	yidF	b3674			uncharacterized protein YidF
785683..786045	+	363	NP_418131.1	yidG	b3675			inner membrane protein YidG
785346..785693	+	348	NP_418132.1	yidH	b3676			DUF202 domain-containing inner membrane protein YidH
784789..785238	-	450	NP_418133.1	yidI	b3677			putative inner membrane protein YidI
783249..784742	+	1494	NP_418134.1	yidJ	b3678			putative sulfatase/phosphatase YidJ
781537..783252	+	1716	NP_418135.1	yidK	b3679			putative transporter YidK
780477..781370	-	894	NP_418136.2	yidL	b3680			putative DNA-binding transcriptional regulator YidL
779181..779666	+	486	YP_009518824.1	glvB	b3682			putative PTS enzyme II component GlvB
778050..779156	+	1107	YP_009518825.1	glvC	b3683			putative PTS enzyme II component GlvC
777038..777754	-	717	NP_418139.1	yidP	b3684			putative DNA-binding transcriptional regulator YidP
775380..777041	+	1662	NP_418140.4	yidE	b3685			putative transport protein YidE
774756..775184	+	429	NP_418141.2	ibpB	b3686			small heat shock protein IbpB
774231..774644	+	414	NP_418142.1	ibpA	b3687			small heat shock protein IbpA
773593..773925	-	333	NP_418143.2	yidQ	b3688			DUF1375 domain-containing putative lipoprotein YidQ
772344..773591	+	1248	NP_418144.3	yidR	b3689			DUF3748 domain-containing galacturonate catabolism protein YidR
771212..772276	-	1065	NP_418145.2	cbrA	b3690			colicin M resistance protein
769923..771215	+	1293	NP_418146.4	dgoT	b3691			D-galactonate:H(+) symporter
768655..769803	+	1149	YP_026237.1	dgoD	b4478			D-galactonate dehydratase
768041..768658	+	618	YP_026238.1	dgoA	b4477			2-dehydro-3-deoxy-6-phosphogalactonate aldolase
767179..768057	+	879	NP_418148.1	dgoK	b3693			2-dehydro-3-deoxygalactonokinase
766493..767182	+	690	YP_026239.1	dgoR	b4479			DNA-binding transcriptional regulator DgoR
765559..766215	-	657	YP_026240.1	yidX	b3696			putative lipoprotein YidX
764701..765513	+	813	NP_418152.1	yidA	b3697			sugar phosphatase YidA
764188..764586	+	399	NP_418153.4	yidB	b3698			DUF937 domain-containing protein YidB
761534..763948	+	2415	YP_026241.1	gyrB	b3699			DNA gyrase subunit B
760432..761505	+	1074	NP_418155.1	recF	b3700			recombination mediator protein RecF
759332..760432	+	1101	NP_418156.1	dnaN	b3701			beta sliding clamp
757924..759327	+	1404	NP_418157.1	dnaA	b3702			chromosomal replication initiator protein DnaA
757547..757627	-	81	YP_009518826.1	ysdD	b4757			protein YsdD
757177..757317	-	141	NP_418158.1	rpmH	b3703			50S ribosomal subunit protein L34
756801..757160	-	360	NP_418159.1	rnpA	b3704			RNase P protein component
756580..756837	-	258	YP_588472.1	yidD	b4557			membrane protein insertion efficiency factor
754931..756577	-	1647	NP_418161.1	yidC	b3705			membrane protein insertase YidC
753461..754825	-	1365	NP_418162.1	mnmE	b3706			5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
753144..753218	-	75	NP_418163.1	tnaC	b3707			tnaAB operon leader peptide
751508..752923	-	1416	NP_418164.4	tnaA	b3708			tryptophanase
750170..751417	-	1248	NP_418165.1	tnaB	b3709			tryptophan:H(+) symporter TnaB
748863..750038	-	1176	NP_418166.1	mdtL	b3710			efflux pump MdtL
747929..748888	-	960	NP_418167.1	yidZ	b3711			DNA-binding transcriptional dual regulator YidZ
747023..747772	-	750	NP_418168.2	yieE	b3712			putative phosphopantetheinyl transferase
746435..747001	-	567	NP_418169.1	yieF	b3713			quinone reductase
745044..746381	+	1338	NP_418170.1	adeP	b3714			adenine:H(+) symporter
744214..744879	-	666	NP_418171.1	yieH	b3715			6-phosphogluconate phosphatase
743680..744147	-	468	NP_418172.1	cbrB	b3716			putative inner membrane protein
743044..743631	-	588	NP_418173.1	cbrC	b3717			PF03691 family colicin E2 tolerance protein CbrC
742260..742982	+	723	YP_026242.1	yieK	b3718			putative glucosamine-6-phosphate deaminase YieK
741076..742245	+	1170	NP_418175.3	yieL	b3719			putative hydrolase YieL
739433..741049	+	1617	NP_418176.1	bglH	b3720			carbohydrate-specific outer membrane porin, cryptic
737952..739364	+	1413	NP_418177.1	bglB	b3721			6-phospho-beta-glucosidase B
736056..737933	+	1878	NP_418178.1	bglF	b3722			beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase
735086..735922	+	837	NP_418179.1	bglG	b3723			transcriptional antiterminator BglG
734075..734800	+	726	NP_418180.1	phoU	b3724			negative regulator of the pho regulon
733287..734060	+	774	NP_418181.1	pstB	b3725			phosphate ABC transporter ATP binding subunit
732214..733104	+	891	NP_418182.1	pstA	b3726			phosphate ABC transporter membrane subunit PstA
731255..732214	+	960	NP_418183.1	pstC	b3727			phosphate ABC transporter membrane subunit PstC
730128..731168	+	1041	NP_418184.1	pstS	b3728			phosphate ABC transporter periplasmic binding protein
727985..729814	+	1830	NP_418185.1	glmS	b3729			L-glutamine--D-fructose-6-phosphate aminotransferase
726453..727823	+	1371	NP_418186.1	glmU	b3730			fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
725681..726100	+	420	NP_418187.1	atpC	b3731			ATP synthase F1 complex subunit epsilon
724278..725660	+	1383	NP_418188.1	atpD	b3732			ATP synthase F1 complex subunit beta
723388..724251	+	864	NP_418189.1	atpG	b3733			ATP synthase F1 complex subunit gamma
721796..723337	+	1542	NP_418190.1	atpA	b3734			ATP synthase F1 complex subunit alpha
721250..721783	+	534	NP_418191.1	atpH	b3735			ATP synthase F1 complex subunit delta
720765..721235	+	471	NP_418192.1	atpF	b3736			ATP synthase Fo complex subunit b
720464..720703	+	240	NP_418193.1	atpE	b3737			ATP synthase Fo complex subunit c
719602..720417	+	816	NP_418194.1	atpB	b3738			ATP synthase Fo complex subunit a
719213..719593	+	381	NP_418195.2	atpI	b3739			ATP synthase accessory factor AtpI
717973..718596	+	624	NP_418196.1	rsmG	b3740			16S rRNA m(7)G527 methyltransferase
716020..717909	+	1890	NP_418197.1	mnmG	b3741			5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
715198..715641	+	444	NP_418198.1	mioC	b3742			flavoprotein MioC
714650..715108	+	459	NP_418199.1	asnC	b3743			DNA-binding transcriptional dual regulator AsnC
713506..714498	-	993	NP_418200.1	asnA	b3744			asparagine synthetase A
712050..713501	+	1452	YP_026243.1	viaA	b3745			protein ViaA
710560..712056	+	1497	NP_418202.4	ravA	b3746			regulatory ATPase RavA
708469..710337	-	1869	YP_026244.1	kup	b3747			K(+):H(+) symporter Kup
707883..708302	-	420	NP_418204.2	rbsD	b3748			D-ribose pyranase
706370..707875	-	1506	NP_418205.1	rbsA	b3749			ribose ABC transporter ATP binding subunit
705400..706365	-	966	NP_418206.1	rbsC	b3750			ribose ABC transporter membrane subunit
704485..705375	-	891	NP_418207.1	rbsB	b3751			ribose ABC transporter periplasmic binding protein
704375..704608	-	234		rbsZ	b4804			small regulatory RNA RbsZ
703430..704359	-	930	NP_418208.1	rbsK	b3752			ribokinase
702434..703426	-	993	NP_418209.1	rbsR	b3753			DNA-binding transcriptional dual regulator RbsR
701041..702468	+	1428	NP_418210.1	hsrA	b3754			putative transporter HsrA
700326..701018	+	693	YP_026245.1	yieP	b3755			DNA-binding transcriptional regulator YieP
698304..699845	-	1542		rrsC	b3756			16S ribosomal RNA
698143..698218	-	76		gltU	b3757			tRNA-Glu
695046..697949	-	2904		rrlC	b3758			23S ribosomal RNA
694834..694953	-	120		rrfC	b3759			5S ribosomal RNA
694705..694781	-	77		aspT	b3760			tRNA-Asp
694621..694696	-	76		trpT	b3761			tRNA-Trp
693686..694525	+	840	YP_026246.1	hdfR	b4480			DNA-binding transcriptional dual regulator HdfR
693229..693567	-	339	NP_418213.1	maoP	b3764			macrodomain Ori protein
691684..693204	+	1521	NP_418214.2	yifB	b3765			putative magnesium chelatase YifB
691233..691331	-	99	NP_418215.1	ilvL	b3766			ilvXGMEDA operon leader peptide
691096..691146	-	51	YP_002791259.1	ilvX	b4669			uncharacterized protein IlvX
689189..689452	-	264	NP_418217.1	ilvM	b3769			acetolactate synthase II subunit IlvM
688240..689169	-	930	YP_026247.1	ilvE	b3770			branched-chain-amino-acid aminotransferase
686325..688175	-	1851	YP_026248.1	ilvD	b3771			dihydroxy-acid dehydratase
684778..686322	-	1545	NP_418220.1	ilvA	b3772			threonine deaminase
683833..684726	+	894	NP_418221.1	ilvY	b3773			DNA-binding transcriptional dual regulator IlvY
682208..683683	-	1476	NP_418222.1	ilvC	b3774			ketol-acid reductoisomerase (NADP(+))
681840..682121	+	282	NP_418223.1	ppiC	b3775			peptidyl-prolyl cis-trans isomerase C
678955..680976	-	2022	YP_026251.1	rep	b3778			ATP-dependent DNA helicase Rep
677424..678908	+	1485	YP_026252.1	gpp	b3779			guanosine-5'-triphosphate,3'-diphosphate phosphatase
676023..677288	+	1266	NP_418227.1	rhlB	b3780			ATP-dependent RNA helicase RhlB
675563..675892	-	330	NP_418228.2	trxA	b3781			thioredoxin 1
675321..675422	-	102	YP_009518827.1	rhoL	b3782			rho operon leader peptide
673977..675236	-	1260	NP_418230.1	rho	b3783			transcription termination factor Rho
672634..673737	-	1104	NP_418231.1	rfe	b3784			UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
671576..672622	-	1047	NP_418232.2	wzzE	b3785			enterobacterial common antigen polysaccharide co-polymerase
670390..671520	-	1131	YP_026253.1	wecB	b3786			UDP-N-acetylglucosamine 2-epimerase
669131..670393	-	1263	YP_026254.1	wecC	b3787			UDP-N-acetyl-D-mannosamine dehydrogenase
668064..669131	-	1068	YP_026255.1	rffG	b3788			dTDP-glucose 4,6-dehydratase 2
667164..668045	-	882	NP_418236.1	rffH	b3789			glucose-1-phosphate thymidylyltransferase 2
666512..667186	-	675	YP_026256.2	rffC	b3790			RffC
665377..666507	-	1131	NP_418238.1	wecE	b3791			dTDP-4-dehydro-6-deoxy-D-glucose transaminase
664125..665375	-	1251	NP_418239.1	wzxE	b3792			lipid IIIECA flippase
663049..664128	-	1080	YP_026257.1	wecF	b4481			TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
661700..663052	-	1353	NP_418241.1	wzyE	b3793			enterobacterial common antigen polymerase
660957..661697	-	741	NP_418242.1	rffM	b3794			UDP-N-acetyl-D-mannosaminuronic acid transferase
659381..660766	-	1386	YP_026258.1	yifK	b3795			putative transporter YifK
659202..659278	-	77		argX	b3796			tRNA-Arg
659068..659144	-	77		hisR	b3797			tRNA-His
658961..659047	-	87		leuT	b3798			tRNA-Leu
658842..658918	-	77		proM	b3799			tRNA-Pro
657460..658695	-	1236	YP_026259.1	aslB	b3800			putative anaerobic sulfatase maturation enzyme AslB
655646..657301	+	1656	NP_418245.1	aslA	b3801			putative sulfatase AslA
655050..655221	-	172		glmZ	b4456			small regulatory RNA GlmZ
653771..654967	+	1197	NP_418246.1	hemY	b3802			protein HemY
652587..653768	+	1182	NP_418247.1	hemX	b3803			PF04375 family protein HemX
651825..652565	+	741	NP_418248.1	hemD	b3804			uroporphyrinogen-III synthase
650887..651828	+	942	YP_026260.1	hemC	b3805			hydroxymethylbilane synthase
647954..650500	-	2547	NP_418250.1	cyaA	b3806			adenylate cyclase
647594..647914	+	321	NP_418251.1	cyaY	b3807			frataxin CyaY
647318..647803	-	486	YP_009518828.1	yzcX	b3808			protein YzcX
646928..647131	-	204	YP_588473.1	yifL	b4558			putative lipoprotein YifL
646067..646891	-	825	NP_418254.2	dapF	b3809			diaminopimelate epimerase
645363..646070	-	708	NP_418255.1	yigA	b3810			DUF484 domain-containing protein YigA
644470..645366	-	897	NP_418256.1	xerC	b3811			site-specific tyrosine recombinase
643754..644470	-	717	NP_418257.1	yigB	b3812			5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
641508..643670	-	2163	NP_418258.1	uvrD	b3813			DNA helicase II
640597..641361	+	765	YP_026261.1	yigE	b4482			DUF2233 domain-containing protein YigE
640379..640435	-	57	YP_010051213.1	ysgD	b4799			protein YsgD
639277..640227	-	951	NP_418260.1	corA	b3816			Ni(2(+))/Co(2(+))/Mg(2(+)) transporter
638854..639234	+	381	NP_418261.1	yigF	b3817			DUF2628 domain-containing protein YigF
638460..638840	+	381	NP_418262.2	yigG	b3818			inner membrane protein
637475..638365	+	891	YP_026262.1	rarD	b3819			putative transporter RarD
636956..637423	+	468	NP_418264.4	yigI	b3820			putative thioesterase YigI
635922..636791	-	870	NP_418265.1	pldA	b3821			outer membrane phospholipase A
633960..635789	-	1830	YP_026263.3	recQ	b3822			ATP-dependent DNA helicase RecQ
633276..633896	-	621	YP_026264.1	rhtC	b3823			L-threonine exporter
632594..633214	+	621	YP_026265.1	rhtB	b3824			L-homoserine/L-homoserine lactone/L-threonine exporter
631461..632483	-	1023	YP_026266.1	pldB	b3825			lysophospholipase L2
630653..631453	-	801	YP_026267.1	yigL	b3826			phosphosugar phosphatase YigL
629678..630577	-	900	NP_418271.1	bioP	b3827			biotin transporter
628837..629790	+	954	NP_418272.1	metR	b3828			DNA-binding transcriptional dual regulator MetR
626339..628600	-	2262	NP_418273.1	metE	b3829			cobalamin-independent homocysteine transmethylase
625484..626299	+	816	YP_026268.1	ysgA	b3830			putative dienelactone hydrolase
624461..625222	-	762	NP_418275.1	udp	b3831			uridine phosphorylase
622893..624320	-	1428	NP_418276.1	rmuC	b3832			putative recombination limiting protein RmuC
622043..622798	-	756	YP_026269.1	ubiE	b3833			bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
621424..622029	-	606	NP_418278.1	ubiJ	b3834			ubiquinone biosynthesis accessory factor UbiJ
621424..621675	-	252		esrE	b4707			small RNA EsrE
619787..621427	-	1641	NP_418279.1	ubiB	b3835			ubiquinone biosynthesis protein UbiB
619439..619708	-	270	NP_418280.4	tatA	b3836			twin arginine protein translocation system - TatA protein
618920..619435	-	516	YP_026270.1	tatB	b3838			twin arginine protein translocation system - TatB protein
618141..618917	-	777	NP_418282.1	tatC	b3839			twin arginine protein translocation system - TatC protein
617317..618099	-	783	YP_026271.1	tatD	b4483			3' -> 5' ssDNA/RNA exonuclease TatD
616832..617320	+	489	NP_418284.1	rfaH	b3842			transcription antiterminator RfaH
615172..616665	-	1494	NP_418285.1	ubiD	b3843			3-octaprenyl-4-hydroxybenzoate decarboxylase
614425..615126	-	702	NP_418286.1	fre	b3844			NAD(P)H-flavin reductase
612881..614044	+	1164	YP_026272.1	fadA	b3845			3-ketoacyl-CoA thiolase
610682..612871	+	2190	NP_418288.1	fadB	b3846			multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase
609161..610492	-	1332	NP_418289.1	pepQ	b3847			Xaa-Pro dipeptidase
608547..609161	-	615	NP_418290.4	yigZ	b3848			IMPACT family member YigZ
607057..608508	-	1452	YP_026273.1	trkH	b3849			K(+) transporter TrkH
606500..607045	-	546	NP_418292.1	hemG	b3850			protoporphyrinogen oxidase
604581..606122	-	1542		rrsA	b3851			16S ribosomal RNA
604436..604512	-	77		ileT	b3852			tRNA-Ile
604318..604393	-	76		alaT	b3853			tRNA-Ala
601230..604134	-	2905		rrlA	b3854			23S ribosomal RNA
601017..601136	-	120		rrfA	b3855			5S ribosomal RNA
600220..600747	+	528	NP_418293.2	mobB	b3856			molybdopterin-guanine dinucleotide biosynthesis adaptor protein
599654..600238	+	585	NP_418294.1	mobA	b3857			molybdenum cofactor guanylyltransferase
599315..599584	-	270	NP_418295.1	yihD	b3858			DUF1040 domain-containing protein YihD
598252..599238	-	987	NP_418296.1	srkA	b3859			stress response kinase A
597609..598235	-	627	NP_418297.1	dsbA	b3860			thiol:disulfide oxidoreductase DsbA
596024..597454	-	1431	NP_418298.4	yihF	b3861			DUF945 domain-containing protein YihF
595051..595983	+	933	NP_418299.1	yihG	b3862			1-acylglycerol-3-phosphate O-acyltransferase YihG
591901..594687	-	2787	NP_418300.1	polA	b3863			DNA polymerase I
591644..591754	-	111		spf	b3864			small regulatory RNA Spot 42
590888..591520	+	633	NP_418301.3	yihA	b3865			GTP-binding protein YihA
590372..590617	-	246		csrC	b4457			small regulatory RNA CsrC
589797..590306	-	510	NP_418302.1	yihI	b3866			Der GTPase-activating protein YihI
588235..589608	-	1374	NP_418303.2	hemN	b3867			coproporphyrinogen III dehydrogenase
587896..588006	+	111	YP_002791260.1	yshB	b4686			uncharacterized protein YshB
586375..587784	+	1410	NP_418304.1	glnG	b3868			DNA-binding transcriptional dual regulator NtrC
585314..586363	+	1050	NP_418305.1	glnL	b3869			protein histidine kinase NtrB
583619..585028	+	1410	NP_418306.1	glnA	b3870			glutamine synthetase
581423..583246	-	1824	YP_026274.1	bipA	b3871			50S ribosomal subunit assembly factor BipA
580496..581206	-	711	NP_418308.1	yihL	b3872			putative DNA-binding transcriptional regulator YihL
579508..580488	-	981	NP_418309.1	yihM	b3873			putative TIM barrel domain-containing protein YihM
578141..579406	-	1266	NP_418310.1	yihN	b3874			putative transporter YihN
577358..578050	+	693	NP_418311.1	ompL	b3875			putative outer membrane porin L
575887..577290	+	1404	YP_026275.1	yihO	b3876			putative sulfoquinovose transporter
574459..575844	+	1386	NP_418313.4	yihP	b3877			putative 2,3-dihydroxypropane-1-sulfonate export protein
572377..574413	+	2037	NP_418314.1	yihQ	b3878			sulfoquinovosidase
571252..572178	+	927	NP_418315.3	yihR	b3879			putative sulfoquinovose mutarotase YihR
569897..571138	+	1242	NP_418316.4	yihS	b3880			sulfoquinovose isomerase
569002..569880	+	879	NP_418317.1	yihT	b3881			6-deoxy-6-sulfofructose-1-phosphate aldolase
568082..568978	+	897	NP_418318.1	yihU	b3882			3-sulfolactaldehyde reductase
567018..567914	-	897	NP_418319.2	yihV	b3883			6-deoxy-6-sulfofructose kinase
566199..566984	-	786	NP_418320.2	csqR	b3884			DNA-binding transcriptional dual regulator CsqR
565501..566100	-	600	NP_418321.4	yihX	b3885			alpha-D-glucose-1-phosphate phosphatase YihX
564635..565507	-	873	NP_418322.1	yihY	b3886			PF03631 family membrane protein YihY
564201..564638	-	438	NP_418323.1	dtd	b3887			D-aminoacyl-tRNA deacylase
563215..564204	-	990	NP_418324.1	fabY	b3888			putative fatty acid biosynthesis enzyme FabY
562144..562362	-	219	NP_418325.4	yiiE	b3889			putative DNA-binding transcriptional regulator YiiE
561684..561902	-	219	NP_418326.2	yiiF	b3890			protein YiiF
560425..561354	+	930	NP_418327.1	fdhE	b3891			formate dehydrogenase formation protein
559793..560428	+	636	NP_418328.1	fdoI	b3892			formate dehydrogenase O subunit gamma
558894..559796	+	903	NP_418329.1	fdoH	b3893			formate dehydrogenase O subunit beta
555831..558881	+	3051	NP_418330.1	fdoG	b3894			formate dehydrogenase O subunit alpha
554804..555637	-	834	NP_418331.1	fdhD	b3895			sulfurtransferase for molybdenum cofactor sulfuration
553596..554651	-	1056	NP_418332.1	yiiG	b3896			DUF3829 domain-containing lipoprotein YiiG
551798..553546	+	1749	NP_418333.1	frvR	b3897			putative DNA-binding transcriptional regulator FrvR
550728..551798	+	1071	NP_418334.1	frvX	b3898			peptidase M42 family protein FrvX
549287..550738	+	1452	NP_418335.4	frvB	b3899			putative PTS enzyme IIBC component FrvB
548830..549276	+	447	NP_418336.1	frvA	b3900			putative PTS enzyme IIA component FrvA
548215..548529	+	315	NP_418337.1	rhaM	b3901			L-rhamnose mutarotase
547381..548205	+	825	NP_418338.1	rhaD	b3902			rhamnulose-1-phosphate aldolase
545671..546930	+	1260	YP_026276.1	rhaA	b3903			L-rhamnose isomerase
544205..545674	+	1470	NP_418340.1	rhaB	b3904			rhamnulokinase
543081..543917	-	837	NP_418341.1	rhaS	b3905			DNA-binding transcriptional activator RhaS
542159..543007	-	849	NP_418342.2	rhaR	b3906			DNA-binding transcriptional activator RhaR
541128..542162	+	1035	NP_418343.1	rhaT	b3907			rhamnose/lyxose:H(+) symporter
540223..540843	-	621	NP_418344.3	sodA	b3908			superoxide dismutase (Mn)
538980..539963	-	984	NP_418345.2	kdgT	b3909			2-dehydro-3-deoxy-D-gluconate:H(+) symporter
538157..538831	-	675	NP_418346.2	yiiM	b3910			6-hydroxyaminopurine reductase
536678..538051	+	1374	NP_418347.1	cpxA	b3911			sensor histidine kinase CpxA
535983..536681	+	699	NP_418348.1	cpxR	b3912			DNA-binding transcriptional dual regulator CpxR
535333..535833	-	501	YP_026277.1	cpxP	b4484			periplasmic protein CpxP
535266..535323	-	58		cpxQ	b4716			small regulatory RNA CpxQ
534282..535184	-	903	NP_418350.1	fieF	b3915			Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter
533139..534101	-	963	NP_418351.1	pfkA	b3916			6-phosphofructokinase 1
531830..532819	-	990	NP_418352.1	sbp	b3917			sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
530968..531723	-	756	NP_418353.1	cdh	b3918			CDP-diacylglycerol diphosphatase
530146..530913	+	768	NP_418354.1	tpiA	b3919			triose-phosphate isomerase
529439..530038	+	600	NP_418355.1	yiiQ	b3920			DUF1454 domain-containing protein YiiQ
528898..529338	-	441	NP_418356.1	yiiR	b3921			DUF805 domain-containing protein YiiR
528387..528686	-	300	NP_418357.1	yiiS	b3922			DUF406 domain-containing protein YiiS
527932..528360	-	429	NP_418358.1	uspD	b3923			universal stress protein D
527181..527927	+	747	NP_418359.1	fpr	b3924			flavodoxin/ferredoxin-NADP(+) reductase
526074..527084	+	1011	NP_418360.1	glpX	b3925			fructose-1,6-bisphosphatase 2
524431..525939	+	1509	NP_418361.1	glpK	b3926			glycerol kinase
523563..524408	+	846	NP_418362.1	glpF	b3927			glycerol facilitator
522893..523138	-	246	NP_418363.1	zapB	b3928			cell division factor ZapB
522323..522808	+	486	NP_418364.1	rraA	b3929			ribonuclease E inhibitor protein A
521304..522230	+	927	NP_418365.1	menA	b3930			1,4-dihydroxy-2-naphthoate octaprenyltransferase
519906..521237	+	1332	NP_418366.1	hslU	b3931			ATPase component of the HslVU protease
519366..519896	+	531	NP_418367.1	hslV	b3932			peptidase component of the HslVU protease
518314..519273	+	960	NP_418368.1	ftsN	b3933			cell division protein FtsN
517197..518222	+	1026	NP_418369.1	cytR	b3934			DNA-binding transcriptional repressor CytR
514843..517041	+	2199	NP_418370.1	priA	b3935			primosomal protein N'
514428..514640	-	213	NP_418371.1	rpmE	b3936			50S ribosomal subunit protein L31
513759..514367	+	609	NP_418372.1	yiiX	b3937			putative lipid-binding hydrolase YiiX
513258..513575	+	318	NP_418373.1	metJ	b3938			DNA-binding transcriptional repressor MetJ
511821..512981	-	1161	NP_418374.1	metB	b3939			O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase
509386..511818	-	2433	NP_418375.1	metL	b3940			fused aspartate kinase/homoserine dehydrogenase 2
508147..509037	-	891	NP_418376.1	metF	b3941			5,10-methylenetetrahydrofolate reductase
505638..507818	-	2181	NP_418377.1	katG	b3942			catalase/hydroperoxidase HPI
504640..505545	-	906	NP_418378.4	yijE	b3943			cystine exporter
503996..504613	+	618	NP_418379.1	yijF	b3944			DUF1287 domain-containing protein YijF
502618..503721	+	1104	NP_418380.4	gldA	b3945			L-1,2-propanediol dehydrogenase/glycerol dehydrogenase
501945..502607	+	663	NP_418381.1	fsaB	b3946			fructose-6-phosphate aldolase 2
499432..501933	+	2502	YP_026278.1	ptsA	b3947			putative PTS multiphosphoryl transfer protein PtsA
498044..499123	-	1080	NP_418384.1	frwC	b3949			putative PTS enzyme IIC component FrwC
497709..498029	-	321	NP_418385.1	frwB	b3950			putative PTS enzyme IIB component FrwB
495361..497658	-	2298	NP_418386.1	pflD	b3951			putative formate acetyltransferase 2
494517..495395	-	879	NP_418387.3	pflC	b3952			putative pyruvate formate-lyase 2 activating enzyme PflC
494174..494515	-	342	NP_418388.1	frwD	b3953			putative PTS enzyme IIB component FrwD
493336..494187	+	852	NP_418389.1	yijO	b3954			putative DNA-binding transcriptional regulator YijO
491388..493121	+	1734	NP_418390.1	eptC	b3955			phosphoethanolamine transferase EptC
488555..491206	+	2652	NP_418391.1	ppc	b3956			phosphoenolpyruvate carboxylase
486806..487957	+	1152	NP_418392.1	argE	b3957			acetylornithine deacetylase
485648..486652	-	1005	NP_418393.1	argC	b3958			N-acetylglutamylphosphate reductase
484864..485640	-	777	NP_418394.3	argB	b3959			acetylglutamate kinase
483430..484803	-	1374	NP_418395.1	argH	b3960			argininosuccinate lyase
483259..483375	+	117		oxyS	b4458			small regulatory RNA OxyS
482246..483163	-	918	NP_418396.1	oxyR	b3961			DNA-binding transcriptional dual regulator OxyR
480863..482263	+	1401	NP_418397.2	sthA	b3962			soluble pyridine nucleotide transhydrogenase
479882..480586	-	705	NP_418398.3	fabR	b3963			DNA-binding transcriptional repressor FabR
479523..479882	-	360	NP_418399.1	yijD	b3964			DUF1422 domain-containing inner membrane protein YijD
478383..479483	+	1101	NP_418400.1	trmA	b3965			tRNA m(5)U54 methyltransferase
476170..478014	-	1845	NP_418401.1	btuB	b3966			cobalamin outer membrane transporter
475368..476225	-	858	NP_418402.2	murI	b3967			glutamate racemase
473453..474994	-	1542		rrsB	b3968			16S ribosomal RNA
473206..473281	-	76		gltT	b3969			tRNA-Glu
470109..473012	-	2904		rrlB	b3970			23S ribosomal RNA
469897..470016	-	120		rrfB	b3971			5S ribosomal RNA
468568..469596	-	1029	NP_418403.1	murB	b3972			UDP-N-acetylenolpyruvoylglucosamine reductase
467606..468571	-	966	NP_418404.1	birA	b3973			DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA
466627..467577	+	951	NP_418405.1	coaA	b3974			pantothenate kinase
466190..466265	-	76		thrU	b3976			tRNA-Thr
466097..466181	-	85		tyrU	b3977			tRNA-Tyr
465906..465980	-	75		glyT	b3978			tRNA-Gly
465824..465899	-	76		thrT	b3979			tRNA-Thr
464525..465709	-	1185	NP_418407.1	tufB	b3980			translation elongation factor Tu 2
463912..464295	-	384	NP_418408.1	secE	b3981			Sec translocon subunit SecE
463365..463910	-	546	NP_418409.1	nusG	b3982			transcription termination/antitermination factor NusG
